file_name,caption,facing_direction,eye_color,hair_color,eyebrow_color,skin_tone
016515.jpg,A woman with a smile.,front,brown,brown,brown,light
002937.jpg,Portrait of a woman with blonde hair and light skin.,front,blue,blonde,blonde,light
013332.jpg,A woman with dark hair and a serious expression.,front,brown,black,dark brown,dark
002101.jpg,Portrait of a young woman with dark hair and a neutral expression.,front,brown,dark brown,dark brown,light
007811.jpg,Man with dark eyes and dark hair.,front,dark brown,dark brown,dark brown,fair
004068.jpg,Close-up portrait of a man with a beard.,front,brown,dark brown,dark brown,medium
002772.jpg,"A man with dark eyes and hair, wearing a white shirt and black suit.",front,dark brown,black,black,dark
015097.jpg,A man with a beard looking directly at the camera.,front,brown,black,black,dark
017339.jpg,Close-up portrait of a young man with dark eyes and short dark hair.,front,dark brown,dark brown,dark brown,fair
021801.jpg,"Portrait of a young Black woman with dark eyes and eyebrows, wearing a white top.",front,dark brown,dark brown,dark brown,dark
021160.jpg,woman with blonde hair,front,blue,blonde,dark brown,fair
020485.jpg,"Close-up portrait of a man with dark eyes and hair, wearing a light blue shirt.",front,dark brown,dark brown,dark brown,medium
018091.jpg,A young woman with short brown hair looking at the viewer.,front,brown,brown,brown,fair
000555.jpg,Man with a beard smiling.,front,brown,black,brown,dark
000204.jpg,Portrait of a woman with dark eyes and brown skin.,front,brown,dark brown,dark brown,dark
014315.jpg,woman portrait,front,blue,blonde,blonde,fair
002115.jpg,Woman with dark skin and dark hair smiling.,front,dark brown,dark brown,dark brown,dark
009115.jpg,woman smiling,front,blue,brown,brown,fair
002279.jpg,A beautiful woman with long blonde hair.,front,green,blonde,blonde,fair
008136.jpg,Woman wearing glasses,front,brown,black,black,medium
016267.jpg,Close-up portrait of a man wearing glasses.,front,brown,black,black,dark
021879.jpg,A man with dark eyes and dark hair.,front,dark brown,dark brown,dark brown,medium
017946.jpg,woman with dark hair looking upwards,front,dark brown,dark brown,dark brown,medium
012388.jpg,Close-up portrait of a woman with dark brown curly hair.,front,dark brown,dark brown,dark brown,dark
018622.jpg,A young man smiling.,front,brown,dark brown,dark brown,light
011187.jpg,A young woman with dark eyes and dark hair.,front,dark brown,dark brown,dark brown,medium
004854.jpg,man with beard,front,brown,brown,brown,medium
004819.jpg,Woman with blonde hair smiling,front,blue,blonde,blonde,fair
021166.jpg,Close-up portrait of a young Asian woman with dark hair.,front,brown,black,dark brown,medium
019226.jpg,A man with a smile.,front,blue,brown,brown,light
001842.jpg,Man with dark eyes and dark hair.,front,dark brown,dark brown,dark brown,dark
001687.jpg,Close-up portrait of a woman with blonde hair and light skin.,front,blue,blonde,blonde,light
009642.jpg,Close-up portrait of a young woman with blonde hair.,front,blue,blonde,blonde,fair
001128.jpg,Woman smiling,front,brown,brown,brown,fair
005709.jpg,A person wearing glasses and a blue shirt.,front,brown,black,black,dark
002341.jpg,Close-up portrait of an elderly man with gray hair and a neutral expression.,front,gray,gray,gray,fair
005872.jpg,Portrait of a young woman with blonde hair and blue eyes.,front,blue,blonde,blonde,fair
009601.jpg,smiling woman with long wavy brown hair,front,brown,brown,brown,light
019998.jpg,A woman with blonde hair and light skin.,front,green,blonde,brown,light
010490.jpg,A man with dark eyes and short hair.,front,dark,dark,dark,fair
004908.jpg,Portrait of a woman with dark hair and makeup.,front,dark brown,dark brown,dark brown,medium
017915.jpg,Close-up portrait of a woman with dark hair and light skin.,front,blue,dark brown,dark brown,light
005805.jpg,Portrait of a woman with dark brown hair and brown eyes.,front,brown,dark brown,dark brown,medium
016818.jpg,A young woman with olive skin and dark eyes.,front,brown,dark brown,dark brown,medium
008675.jpg,Close-up portrait of a woman with dark hair and intense eyes.,side,dark brown,dark brown,dark brown,medium
012227.jpg,"Close-up portrait of a woman with dark skin and short, dark hair.",front,dark brown,black,dark brown,dark
020503.jpg,Close-up portrait of a young woman with blonde hair and light skin.,front,blue,blonde,blonde,light
021709.jpg,Portrait of a woman with dark hair.,front,brown,dark brown,dark brown,fair
012917.jpg,Close-up portrait of a woman with light skin and brown hair.,front,blue,brown,brown,light
006119.jpg,young boy,front,brown,black,brown,dark
011843.jpg,Portrait of a woman with blonde hair and light skin.,front,blue,blonde,blonde,light
007298.jpg,Portrait of a young Black woman with dark eyes and curly hair.,front,dark brown,dark brown,dark brown,medium
001848.jpg,person with hand over face,front,brown,dark brown,dark brown,fair
001609.jpg,Close-up portrait of a young woman with dark hair looking upwards.,front,dark brown,dark brown,dark brown,medium
019248.jpg,"Portrait of a young woman with dark, curly hair.",front,dark brown,dark brown,dark brown,dark
013957.jpg,Close-up portrait of a man with a neutral expression.,front,dark brown,black,dark brown,dark
004928.jpg,Portrait of a young Black woman with dark hair and makeup.,front,dark brown,black,dark brown,dark
000583.jpg,Smiling man with dark hair,front,dark,dark,dark,fair
017049.jpg,Portrait of a young woman with dark hair.,front,dark brown,black,dark brown,medium
014610.jpg,A young Asian man with dark eyes and dark hair.,front,dark brown,black,dark brown,medium
003870.jpg,"Portrait of a Black woman with dark brown skin and short, dark hair.",front,dark brown,dark brown,dark brown,dark
021539.jpg,A young woman with blonde hair.,front,blue,blonde,blonde,fair
019727.jpg,Close-up portrait of a woman with dark hair and blue eyeshadow.,front,blue,dark brown,dark brown,medium
021308.jpg,A woman with dark hair looking directly at the camera.,front,dark brown,black,dark brown,medium
006097.jpg,Close-up portrait of a beautiful woman with dark eyes and curly hair.,front,dark brown,dark brown,dark brown,dark
004114.jpg,"Portrait of a young woman with short, dark hair.",front,brown,dark brown,dark brown,fair
005567.jpg,"A young woman with long, blonde hair.",front,brown,blonde,brown,light
017725.jpg,Close-up portrait of a man with gray hair and glasses.,front,gray,gray,gray,fair
013971.jpg,A man with dreadlocks.,front,dark brown,black,black,dark
001638.jpg,woman with dark hair and blue eyes,front,blue,dark brown,dark brown,fair
000676.jpg,"Portrait of a woman with dark brown eyes and short, curly dark brown hair.",front,dark brown,dark brown,dark brown,dark
017986.jpg,"A man with dark skin, wearing glasses and a black hat, holding a glass of wine.",front,dark brown,dark brown,dark brown,dark
008726.jpg,A young man with dark eyes and dark hair.,front,dark brown,dark brown,dark brown,medium
012310.jpg,Close-up portrait of a man with dark hair and a neutral expression.,front,dark,dark brown,dark brown,medium
014162.jpg,Portrait of a woman with dark curly hair and earrings.,front,dark,dark brown,dark brown,dark
019632.jpg,A young Black man with short hair looking directly at the camera.,front,brown,black,brown,dark
002060.jpg,A woman with dark hair and a neutral expression.,front,dark,dark brown,dark brown,medium
008995.jpg,A young woman with a neutral expression.,front,brown,dark brown,dark brown,light
004433.jpg,A man with a beard and short hair is smiling.,front,brown,black,brown,dark
020583.jpg,A man with a smile.,front,brown,brown,brown,medium
006328.jpg,A woman with blonde hair and light skin.,front,blue,blonde,blonde,light
017444.jpg,A young woman with brown hair and a neutral expression.,front,brown,brown,brown,light
000954.jpg,A man with dark hair and a neutral expression.,front,dark,black,dark,fair
006561.jpg,Young man with dark hair looking directly at the camera.,front,dark brown,dark brown,dark brown,fair
017843.jpg,Portrait of a beautiful woman,front,brown,black,dark brown,dark
015172.jpg,Close-up portrait of a man with gray hair.,front,gray,gray,gray,fair
020388.jpg,A young woman with dark brown skin and wavy dark hair.,front,dark brown,dark brown,dark brown,dark
009944.jpg,Close-up portrait of a woman with dark hair and large earrings.,front,dark brown,dark brown,dark brown,dark
012506.jpg,A young man with dark hair looking at the camera.,front,dark,dark,dark,fair
007045.jpg,Young man with light brown hair and light skin.,front,brown,light brown,brown,light
014161.jpg,man,front,brown,dark brown,dark brown,fair
010599.jpg,"Person with dark skin and dark eyes, looking slightly to the side.",side,dark brown,black,dark brown,dark
001917.jpg,Man with dark eyes and beard,front,dark brown,black,black,dark
001124.jpg,Portrait of a young woman with dark hair and a neutral expression.,front,dark brown,dark brown,dark brown,medium
015050.jpg,A young man with dark eyes and dark hair.,front,brown,dark brown,dark brown,medium
006880.jpg,A young woman with blonde hair and a smile.,front,blue,blonde,blonde,fair
011217.jpg,"A man with fair skin, brown eyes, and brown hair, smiling.",front,brown,brown,brown,fair
008712.jpg,Portrait of a woman with dark hair and a neutral expression.,front,dark brown,dark brown,dark brown,medium
018124.jpg,Close-up portrait of a man wearing a white shirt.,front,brown,black,black,dark
018322.jpg,Portrait of a woman with dark hair and brown eyes.,front,brown,dark brown,dark brown,medium
016505.jpg,Close-up portrait of a young woman with dark hair.,front,brown,dark brown,dark brown,medium
007253.jpg,Portrait of a woman with dark hair and makeup.,front,dark brown,dark brown,dark brown,medium
004950.jpg,Portrait of an elderly woman with gray hair and light skin.,front,gray,gray,gray,light
015832.jpg,woman,front,brown,brown,brown,light
004109.jpg,A man wearing a black jacket and microphone.,front,brown,black,black,dark
009467.jpg,"Portrait of a woman with long, wavy brown hair.",front,brown,brown,brown,fair
020513.jpg,Woman with blonde hair and light skin.,front,blue,blonde,blonde,light
021136.jpg,A young woman with dark hair and makeup.,front,brown,dark brown,dark brown,medium
005747.jpg,A man with dark skin is looking directly at the camera.,front,brown,black,black,dark
014717.jpg,Close-up portrait of a man with gray hair.,front,gray,gray,gray,fair
011389.jpg,man,front,brown,dark brown,dark brown,light
004506.jpg,A young man wearing sunglasses.,front,blue,blonde,blonde,fair
010953.jpg,A woman with dark skin and curly hair.,front,dark brown,dark brown,dark brown,dark
002221.jpg,Portrait of a woman with light brown eyes and light brown hair.,front,brown,light brown,brown,light
006442.jpg,A woman with dark hair and a silver choker necklace looking directly at the camera.,front,dark brown,black,dark brown,dark
005530.jpg,man,front,brown,brown,brown,light
005178.jpg,Portrait of a woman with light skin and dark eyes.,front,dark brown,dark brown,dark brown,light
013179.jpg,A man with dark hair wearing a white headband.,front,dark,dark,dark,medium
009481.jpg,A woman with blonde hair and light skin.,side,blue,blonde,brown,light
003776.jpg,woman smiling,front,brown,black,dark brown,light
013174.jpg,smiling woman,front,brown,black,dark brown,medium
013514.jpg,Close-up portrait of a woman with dark hair and skin.,front,dark,dark brown,dark brown,medium
012002.jpg,Man smiling,front,blue,brown,brown,fair
020260.jpg,A woman with dark skin and dark hair wearing a red headband.,front,dark brown,black,dark brown,dark
002206.jpg,Portrait of a woman,front,brown,brown,brown,light
003362.jpg,A young woman with dark hair and a neutral expression.,front,dark brown,dark brown,dark brown,fair
017029.jpg,Man yelling,front,dark brown,black,black,fair
010444.jpg,Portrait of a woman with dark eyes and dark hair.,front,dark brown,dark brown,dark brown,medium
003246.jpg,Man with a microphone,front,brown,black,black,dark
000535.jpg,"A person with dark hair and a neutral expression, wearing a white shirt.",side,brown,black,black,dark
021243.jpg,A young woman with dark hair and a neutral expression.,front,dark brown,dark brown,dark brown,medium
003639.jpg,Man with long hair and beard,front,brown,black,brown,medium
004942.jpg,Portrait of a woman with dark hair and a contemplative expression.,side,brown,dark brown,dark brown,medium
001380.jpg,Close-up portrait of a woman with dark skin and dark hair.,front,dark brown,dark brown,dark brown,dark
001064.jpg,Portrait of a woman with blonde hair.,front,blue,blonde,blonde,fair
018634.jpg,A young woman with blonde hair smiling.,front,blue,blonde,blonde,fair
007059.jpg,"A man with dark eyes and hair, smiling.",front,dark brown,dark brown,dark brown,dark
021300.jpg,woman,front,blue,dark brown,dark brown,dark
013675.jpg,A woman with blonde hair and light skin.,front,blue,blonde,blonde,light
010511.jpg,Man with dark eyes and a white shirt,front,dark brown,black,black,fair
017064.jpg,Man with neutral expression,front,brown,gray,gray,fair
016908.jpg,Close-up portrait of a young man with dark hair and glasses.,front,dark brown,black,dark brown,fair
018334.jpg,Man with dark hair and beard,front,dark brown,black,dark brown,medium
012931.jpg,A young Black woman with braided hair.,front,brown,black,dark brown,dark
021498.jpg,"Portrait of a smiling Black woman with long, dark hair.",front,brown,black,dark brown,dark
008987.jpg,Close-up of a man's face.,front,dark,black,dark,dark
011224.jpg,Man's close-up portrait,front,brown,dark brown,dark brown,medium
012218.jpg,"A man with dark eyes and hair, wearing a light-colored shirt.",front,dark brown,black,dark brown,dark
001084.jpg,Close-up portrait of a woman with blonde hair and light skin.,front,blue,blonde,blonde,light
005570.jpg,Portrait of a woman with dark hair and eyes.,front,brown,dark brown,dark brown,fair
007750.jpg,smiling woman,front,brown,black,brown,dark
016816.jpg,smiling woman,front,brown,brown,brown,light
001483.jpg,Man with light brown hair and light skin.,front,brown,light brown,brown,light
009637.jpg,Portrait of an elderly man with gray hair.,front,gray,gray,gray,fair
021930.jpg,Smiling woman,front,blue,blonde,brown,fair
000084.jpg,A woman with gray hair and earrings.,front,gray,gray,gray,fair
016731.jpg,"A man with dark skin, wearing a blue shirt and a dark suit, looking slightly down.",front,dark brown,black,black,dark
008051.jpg,A young woman with dark hair and a serious expression.,front,dark brown,dark brown,dark brown,medium
012719.jpg,A young woman with dark hair and a neutral expression.,front,dark brown,dark brown,dark brown,medium
015522.jpg,Person wearing sunglasses,front,dark,dark,dark,dark
015917.jpg,A man with dark skin and a beard.,front,dark,black,black,dark
020404.jpg,woman smiling,front,green,brown,brown,light
008274.jpg,A man with dark skin and a full beard.,front,dark brown,black,dark brown,dark
002207.jpg,Portrait of a woman with dark eyes and dark hair.,front,dark brown,black,dark brown,dark
002037.jpg,Man with a beard,front,brown,black,brown,medium
004094.jpg,A young woman with long dark hair.,front,brown,black,dark brown,fair
010668.jpg,Portrait of a young woman,front,brown,brown,brown,light
008589.jpg,A young woman with blonde hair wearing a white sweater.,front,blue,blonde,blonde,fair
006177.jpg,Woman with dark hair and sunglasses.,front,dark,dark brown,dark brown,medium
005104.jpg,Portrait of a woman,front,brown,brown,brown,fair
009037.jpg,"Portrait of a woman with long, wavy brown hair and a gentle smile.",front,brown,brown,brown,fair
003963.jpg,Portrait of a smiling Black woman.,front,brown,black,dark brown,dark
013091.jpg,Close-up portrait of a man with dark eyes and dark hair.,front,dark brown,dark brown,dark brown,medium
003915.jpg,A woman with blonde hair looking at the camera.,front,blue,blonde,blonde,fair
003526.jpg,Man smiling,front,brown,dark brown,dark brown,light
010462.jpg,A person with a neutral expression wearing glasses.,front,blue,brown,brown,fair
013270.jpg,Portrait of a woman with brown hair and light skin.,front,brown,brown,brown,light
020168.jpg,Portrait of a woman with dark hair and makeup.,front,dark brown,dark brown,dark brown,medium
010348.jpg,Young man with a slight smile.,front,brown,dark brown,dark brown,light
007143.jpg,Close-up portrait of a man with dark curly hair.,front,dark brown,dark brown,dark brown,dark
003383.jpg,Person profile view,side,brown,black,black,light
004726.jpg,A woman with brown eyes and brown hair.,front,brown,brown,brown,light
006047.jpg,Close-up portrait of a man with fair skin and light blue eyes.,front,blue,brown,brown,fair
004416.jpg,Close-up portrait of a person with dark hair and a neutral expression.,front,dark,dark,dark,fair
007439.jpg,A man with dark hair and a serious expression.,front,dark brown,black,black,dark
001038.jpg,A person with sunglasses looking slightly down.,front,dark brown,dark brown,dark brown,fair
010527.jpg,A young man with light skin and wavy brown hair smiling.,front,blue,brown,brown,light
004316.jpg,Close-up portrait of a woman with dark curly hair.,front,dark,dark brown,dark brown,dark
019348.jpg,A woman with dark eyes and dark hair smiling.,front,dark brown,dark brown,dark brown,medium
015156.jpg,"Portrait of a young Black woman with long, dark hair.",front,brown,black,black,dark
001271.jpg,Portrait of a young woman with blonde hair and light skin.,front,blue,blonde,blonde,light
017795.jpg,"A man with dark eyes and hair, wearing a white shirt.",front,dark brown,black,dark brown,dark
009013.jpg,"Close-up portrait of a man with dark skin and dark hair, wearing a white shirt.",front,dark brown,black,dark brown,dark
016417.jpg,Portrait of a young woman with curly hair.,front,brown,dark brown,dark brown,light
020710.jpg,"A woman with dark eyes and dark hair, wearing a white shirt.",front,dark,dark,dark,dark
001303.jpg,A young person with dark skin and dark eyes.,front,dark brown,black,dark brown,dark
010638.jpg,"A man with dark brown eyes and hair, wearing a white shirt.",front,dark brown,dark brown,dark brown,dark
011520.jpg,Portrait of a woman with dark brown hair and a smile.,front,brown,dark brown,dark brown,dark
007872.jpg,Person with dark skin and dark hair smiling.,front,dark brown,dark brown,dark brown,dark
004732.jpg,Portrait of a woman with blonde hair and light skin.,front,blue,blonde,blonde,light
019134.jpg,Close-up portrait of a young man with dark hair and a serious expression.,front,dark brown,dark brown,dark brown,fair
004968.jpg,Woman with dark hair and red lipstick,front,dark,black,black,fair
014578.jpg,"Close-up portrait of a woman with long, wavy brown hair and light skin.",front,green,brown,brown,light
007582.jpg,Portrait of a woman with blonde hair and light skin.,front,blue,blonde,blonde,light
003273.jpg,A young woman with blonde hair and makeup.,front,blue,blonde,blonde,fair
006291.jpg,Close-up portrait of a woman with blonde hair and light skin.,front,blue,blonde,blonde,light
018838.jpg,Close-up portrait of a woman with dark eyes and dark hair.,front,dark brown,dark brown,dark brown,fair
013007.jpg,Man with neutral expression wearing a gray scarf.,front,brown,brown,brown,fair
013419.jpg,Woman with long dark hair and light skin.,front,blue,dark brown,dark brown,light
015886.jpg,A young boy with dark skin and short hair.,front,brown,black,brown,dark
009073.jpg,A young girl with dark hair is holding her finger to her lips.,front,dark brown,black,dark brown,fair
003649.jpg,Close-up portrait of a woman with blonde hair and blue eyes.,front,blue,blonde,blonde,fair
019092.jpg,Portrait of a woman with dark eyes and dark hair.,front,dark brown,dark brown,dark brown,dark
012697.jpg,smiling woman,front,blue,blonde,blonde,fair
016627.jpg,Close-up portrait of a man with a beard.,front,brown,gray,gray,fair
001316.jpg,smiling young man,front,brown,brown,brown,light
003058.jpg,"Portrait of a young Asian woman with long, dark hair and a gentle smile.",front,brown,black,dark brown,medium
017930.jpg,"A young man with dark eyes and dark hair, wearing a gray tank top.",front,dark brown,dark brown,dark brown,medium
010340.jpg,"A woman with long, wavy brown hair smiling.",front,blue,brown,brown,fair
006406.jpg,A beautiful woman with dark hair and captivating eyes.,front,dark brown,dark brown,dark brown,fair
008639.jpg,A person wearing a white and black striped shirt is looking directly at the camera.,front,brown,black,brown,dark
013206.jpg,Close-up of a person's face.,front,dark brown,black,black,dark
000937.jpg,A young woman with blonde hair and a neutral expression.,front,blue,blonde,blonde,fair
015912.jpg,Portrait of a woman with blonde hair.,front,blue,blonde,blonde,fair
010236.jpg,A man with dark hair and a beard wearing a black shirt.,front,dark,dark,dark,fair
010382.jpg,Smiling woman with dark hair and light skin.,front,brown,black,dark brown,light
007389.jpg,woman smiling,front,blue,blonde,blonde,fair
001379.jpg,A woman with long blonde hair looking directly at the camera.,front,blue,blonde,blonde,fair
017627.jpg,woman smiling,front,brown,brown,brown,light
001517.jpg,A man with dark eyes and dark hair looking upwards.,front,dark brown,dark brown,dark brown,medium
001723.jpg,Man with short brown hair smiling.,front,brown,brown,brown,light
012165.jpg,A young woman with dark eyes and dark hair smiling.,front,dark brown,dark brown,dark brown,fair
011446.jpg,Close-up portrait of a person with dark hair and skin.,side,dark,dark brown,dark brown,medium
017241.jpg,Close-up portrait of a woman with light skin and blonde hair.,front,blue,blonde,blonde,light
005283.jpg,Close-up portrait of a person with a determined expression.,front,brown,black,dark brown,dark
017924.jpg,Close-up portrait of a man with dark hair and a neutral expression.,front,dark brown,dark brown,dark brown,medium
013566.jpg,Man with dark hair smiling,front,brown,dark brown,dark brown,medium
021230.jpg,"Close-up portrait of a woman with dark skin and long, flowing hair.",front,dark brown,dark brown,dark brown,dark
008513.jpg,Portrait of a young woman with dark brown eyes and dark brown hair.,front,dark brown,dark brown,dark brown,medium
012630.jpg,Man with light skin and dark hair smiling.,front,brown,dark brown,dark brown,light
015748.jpg,Close-up portrait of a Black woman with styled hair.,front,brown,dark brown,dark brown,dark
006622.jpg,A man wearing a suit jacket and tie.,front,brown,brown,brown,fair
017820.jpg,"Person with dark skin, black hair, and a neutral expression.",front,brown,black,brown,dark
013481.jpg,A young woman with dark hair and a neutral expression.,front,dark brown,black,dark brown,medium
004958.jpg,woman,front,blue,blonde,blonde,fair
017587.jpg,"Close-up portrait of a man with dark eyes and hair, wearing a dark jacket.",front,dark brown,dark brown,dark brown,dark
019482.jpg,A woman with blonde hair and fair skin is looking directly at the camera.,front,blue,blonde,blonde,fair
000336.jpg,A young man with dark skin and short hair.,front,brown,black,dark brown,dark
003751.jpg,Man with light brown hair and light skin.,front,blue,light brown,brown,light
001373.jpg,Portrait of a young woman,front,green,blonde,blonde,fair
010328.jpg,Man with fair skin and light blue eyes smiling.,front,blue,blonde,blonde,fair
016116.jpg,young woman,front,brown,black,dark brown,light
018102.jpg,Close-up portrait of a man with dark skin and dark hair.,front,dark brown,dark brown,dark brown,dark
000840.jpg,Portrait of a woman with brown hair.,front,brown,brown,brown,medium
007532.jpg,A man with a beard and dark eyes.,front,dark brown,dark brown,dark brown,medium
017506.jpg,A young man with dark hair and a serious expression.,front,brown,dark brown,dark brown,medium
003814.jpg,Portrait of a smiling woman,front,brown,brown,brown,light
010293.jpg,A young woman with blonde hair smiling.,front,blue,blonde,blonde,fair
000581.jpg,Person wearing sunglasses,front,brown,black,black,dark
012327.jpg,woman,front,brown,black,dark brown,medium
004160.jpg,Portrait of a young woman smiling.,front,brown,dark brown,dark brown,light
008028.jpg,Portrait of an elderly woman with light skin and blonde hair.,front,blue,blonde,blonde,light
009057.jpg,"A man with dark eyes and dark hair, wearing glasses and a light pink shirt.",front,dark brown,dark brown,dark brown,dark
013507.jpg,A man with dark skin smiling broadly.,front,dark brown,black,dark brown,dark
018505.jpg,"Close-up portrait of a Black man with short hair, wearing a white shirt and black tie.",front,brown,black,brown,dark
014015.jpg,Portrait of a woman with brown hair and brown eyes.,front,brown,brown,brown,fair
019492.jpg,A portrait of a young Black woman smiling.,front,brown,black,dark brown,dark
006988.jpg,"A young man with dark eyes and dark hair, wearing a red and black shirt.",front,dark brown,dark brown,dark brown,light
013953.jpg,Portrait of a woman,front,brown,brown,brown,light
015121.jpg,"A young man with a slight smile, wearing a white shirt with black stripes.",front,brown,black,brown,dark
006946.jpg,Close-up portrait of an elderly man with a weathered face.,side,brown,gray,gray,medium
010476.jpg,Young man with dark hair and a neutral expression.,front,brown,dark brown,dark brown,dark
003581.jpg,Close-up portrait of a young woman with dark hair and a neutral expression.,front,dark brown,black,dark brown,medium
013185.jpg,"A man with short brown hair and a neutral expression, wearing a black and white striped shirt.",front,brown,brown,brown,fair
004754.jpg,Portrait of a woman with dark hair and makeup.,front,green,dark brown,dark brown,fair
013359.jpg,Man giving a thumbs up,front,dark,black,black,dark
018217.jpg,Close-up portrait of a woman with dark hair and makeup.,front,brown,dark brown,dark brown,medium
007981.jpg,Portrait of a Black woman with dark eyes and curly hair.,front,dark brown,dark brown,dark brown,dark
008408.jpg,Woman with dark eyes and dark hair smiling.,front,dark brown,dark brown,dark brown,dark
006274.jpg,A man with dark eyes and dark hair smiling.,front,dark brown,dark brown,dark brown,medium
008656.jpg,A young woman with blonde hair and light skin.,front,blue,blonde,blonde,light
004419.jpg,man,front,brown,black,black,dark
002090.jpg,Portrait of a young woman with red hair.,front,blue,red,brown,fair
010124.jpg,Woman with dark hair and earrings.,front,dark,dark,dark,dark
006342.jpg,"A man with dark skin, wearing a white t-shirt, and a gold chain.",front,dark brown,black,black,dark
000166.jpg,"Man with short dark hair and beard, wearing a white baseball cap.",front,dark,dark,dark,fair
008719.jpg,"A young woman with long, dark hair smiling.",front,brown,dark brown,dark brown,medium
005792.jpg,Portrait of a woman with blonde hair and light skin.,front,blue,blonde,blonde,light
004322.jpg,Portrait of a woman with dark hair.,front,brown,dark brown,dark brown,medium
013108.jpg,Portrait of a woman with blonde hair.,front,blue,blonde,blonde,fair
004129.jpg,A young woman with light skin and brown hair.,front,brown,brown,brown,light
005779.jpg,woman,front,brown,black,black,medium
019768.jpg,Close-up portrait of a man with dark hair and a neutral expression.,front,dark brown,dark brown,dark brown,medium
005661.jpg,close-up portrait of a young man with a beard wearing a white cap,front,brown,dark brown,dark brown,light
013988.jpg,Close-up portrait of a woman with dark eyes and dark hair.,front,dark brown,dark brown,dark brown,medium
009667.jpg,Close-up portrait of a woman with dark skin and dark hair.,front,dark brown,dark brown,dark brown,dark
006366.jpg,Close-up portrait of a woman with blonde hair and light skin.,front,blue,blonde,brown,light
008940.jpg,woman,front,brown,brown,brown,light
017774.jpg,A woman with dark hair and a smile.,front,dark brown,dark brown,dark brown,dark
017031.jpg,Man smoking a cigarette,front,brown,gray,gray,fair
005983.jpg,Portrait of a young woman with dark skin and long dark hair.,front,dark brown,dark brown,dark brown,dark
009559.jpg,Man with dark hair smiling,front,dark,dark brown,dark brown,medium
019718.jpg,Close-up portrait of a Black man smiling.,front,brown,black,black,dark
014928.jpg,A woman with brown eyes and dark hair.,front,brown,dark brown,dark brown,medium
007332.jpg,A young man with dark brown skin and curly dark brown hair is smiling.,front,dark brown,dark brown,dark brown,dark
012203.jpg,Man with red racing jacket,front,blue,red,brown,fair
021472.jpg,Close-up portrait of a woman with blonde hair and light skin.,front,blue,blonde,blonde,light
009889.jpg,A young man with light skin and short brown hair is smiling.,front,blue,brown,brown,light
020250.jpg,A woman with blonde hair smiling.,front,blue,blonde,blonde,fair
005011.jpg,Portrait of a woman with dark hair and intense eyes.,front,dark,dark brown,dark brown,fair
020865.jpg,Man with a serious expression,front,brown,gray,gray,fair
016395.jpg,Close-up portrait of a woman with dark hair and a serious expression.,front,dark,black,black,medium
011431.jpg,Close-up portrait of a man with dark hair and beard.,front,dark,dark brown,dark brown,fair
008111.jpg,A young woman with blonde hair and light skin.,front,blue,blonde,blonde,light
013152.jpg,woman smiling,front,brown,brown,brown,light
012409.jpg,Close-up of a young man's face.,front,brown,black,black,dark
021533.jpg,Portrait of a woman with blonde hair and light skin.,front,blue,blonde,blonde,light
008489.jpg,"A man with dark eyes and hair, wearing a light blue shirt.",front,dark brown,black,dark brown,dark
004412.jpg,"Close-up portrait of a woman with dark eyes and short, layered hair.",front,dark brown,dark brown,dark brown,dark
004185.jpg,Man with dark eyes and dark hair.,front,dark brown,dark brown,dark brown,dark
005273.jpg,A man wearing a red basketball jersey.,front,brown,black,black,dark
021510.jpg,"A man with a beard and dark eyes, wearing a white shirt and gray suit.",front,dark brown,dark brown,dark brown,medium
012381.jpg,A man with a black hat is looking directly at the camera.,front,brown,black,brown,dark
018491.jpg,A woman with dark hair and a serious expression.,front,dark brown,black,dark brown,dark
004561.jpg,A woman with dark hair and a neutral expression.,front,dark brown,dark brown,dark brown,medium
014141.jpg,"A young man with dark eyes and dark hair, wearing a red and white jacket.",front,dark brown,dark brown,dark brown,medium
003739.jpg,A beautiful woman with blonde hair and light skin.,front,blue,blonde,blonde,light
003808.jpg,A woman with blonde hair and light skin.,front,blue,blonde,brown,light
021171.jpg,A smiling young Black woman with earrings.,front,brown,black,black,dark
006354.jpg,A young woman with dark hair and a neutral expression.,front,dark brown,black,dark brown,dark
014096.jpg,A man with gray hair is looking directly at the camera.,front,gray,gray,gray,dark
015247.jpg,man,front,brown,brown,brown,fair
000864.jpg,woman smiling,front,brown,brown,brown,light
019965.jpg,Portrait of a young woman,front,brown,brown,brown,light
008601.jpg,"Close-up portrait of a young Black woman with dark skin and curly hair, hands gently placed on her face.",front,dark brown,dark brown,dark brown,dark
005192.jpg,A woman with dark hair is looking down.,front,dark,dark brown,dark brown,medium
013747.jpg,Portrait of a young woman with dark brown eyes and dark brown hair.,front,dark brown,dark brown,dark brown,dark
010880.jpg,A person with dark hair and tattoos.,front,dark,dark brown,dark brown,medium
013668.jpg,Woman singing into a microphone.,front,brown,black,dark brown,fair
005102.jpg,A young woman with brown hair and light skin.,front,brown,brown,brown,light
014791.jpg,"A young woman with long, wavy dark hair smiling.",front,brown,dark brown,dark brown,medium
019361.jpg,Portrait of a woman with dark eyes and dark hair.,front,dark brown,dark brown,dark brown,medium
015760.jpg,"A young man with dark eyes and hair, smiling.",front,dark brown,dark brown,dark brown,medium
015214.jpg,Portrait of a woman with brown hair and light skin.,front,brown,brown,brown,light
